timestamp,x,y,z
0,-12.26,-8.71,10.09
10,-10.42,-10.76,10.13
20,-8.59,-13.74,9.86
30,-6.4,-18.2,8.26
40,-3.7,-23.55,5.76
50,0.85,-28.21,5.21
60,9.87,-30.34,9.89
70,24.59,-27.42,18.7
80,41.37,-21.43,24.89
90,57.17,-14.69,23.91
100,62.42,-11.49,19.77
110,54.32,-9.01,17.33
120,40.68,-10.21,14.28
130,30.3,-12.16,12.74
140,24.28,-12.76,12.29
150,21.02,-12.99,12.75
160,17.64,-13.65,13.0
170,14.95,-14.09,10.61
180,14.97,-15.34,7.7
190,14.37,-17.23,7.05
200,12.31,-19.89,8.48
210,9.08,-22.86,11.11
220,4.41,-25.83,14.56
230,0.13,-28.42,18.07
240,-5.33,-30.31,20.14
250,-13.21,-30.76,19.55
260,-22.64,-29.84,17.88
270,-34.77,-26.44,16.05
280,-45.51,-18.81,10.9
290,-50.65,-12.91,10.49
300,-48.62,-9.25,10.0
310,-41.07,-7.14,9.91
320,-30.89,-6.42,9.56
330,-20.05,-6.73,10.52
340,-10.36,-5.1,12.92
350,-2.16,-3.3,15.29
360,2.89,-1.48,16.64
370,5.15,0.15,16.49
380,5.42,1.03,15.99
390,4.33,1.61,15.01
400,2.6,1.71,13.49
410,0.78,1.49,12.12
420,-0.36,1.13,11.12
430,-1.07,0.8,10.51
440,-1.58,0.44,10.2
450,-2.19,-0.04,10.55
460,-2.65,-0.37,11.11
470,-2.79,-0.7,11.81
480,-2.5,-0.92,12.22
490,-1.71,-1.22,12.7
500,-0.58,-1.41,12.93
510,0.24,-1.56,12.62
520,0.81,-1.8,11.79
530,1.44,-1.7,10.85
540,2.31,-1.72,10.01
550,2.97,-1.73,9.44
560,3.92,-1.66,8.78
570,5.93,-1.36,8.66
580,9.49,-0.52,9.16
590,15.01,0.63,9.29
600,21.07,1.45,8.22
610,26.86,1.6,4.34
620,32.73,2.06,-1.34
630,36.36,1.77,-6.1
640,34.05,-0.07,-7.73
650,30.13,-0.97,-6.35
660,26.77,-2.27,-3.92
670,21.75,-3.79,-2.42
680,14.26,-5.34,-2.89
690,7.77,-6.56,-3.34
700,2.15,-7.47,-2.31
710,-2.76,-8.58,0.2
720,-8.31,-10.0,3.33
730,-15.22,-10.22,7.77
740,-22.65,-8.8,13.8
750,-29.4,-6.33,20.3
760,-35.21,-4.68,23.25
770,-37.96,-4.5,21.39
780,-35.44,-5.0,17.36
790,-29.95,-5.43,13.07
800,-24.81,-5.52,9.67
810,-19.75,-5.72,7.12
820,-15.65,-5.71,5.25
830,-13.2,-6.21,4.49
840,-10.49,-7.72,4.54
850,-6.44,-9.95,5.24
860,0.41,-11.88,7.06
870,13.56,-11.67,9.63
880,30.95,-8.28,11.77
890,43.48,-5.74,12.3
900,48.14,-2.88,9.34
910,44.31,-2.62,7.58
920,35.19,-3.51,6.23
930,28.02,-4.9,5.65
940,22.22,-5.37,5.45
950,18.69,-6.15,5.58
960,16.44,-7.24,6.07
970,13.94,-8.5,6.9
980,9.63,-10.23,8.6
990,4.11,-11.11,11.0
1000,-1.47,-11.61,12.81
