timestamp,x,y,z
0,8.42,-0.16,9.98
10,9.73,-0.47,11.29
20,11.13,-0.36,13.51
30,12.39,0.38,16.12
40,13.55,1.42,18.64
50,14.48,2.14,20.42
60,14.59,2.16,21.08
70,13.87,2.05,21.13
80,12.53,1.99,20.83
90,11.34,1.78,19.94
100,10.34,1.61,18.62
110,9.64,1.64,17.25
120,9.17,1.67,16.1
130,8.66,1.41,15.32
140,8.08,1.1,14.93
150,7.35,0.9,14.97
160,6.34,0.59,14.78
170,5.05,0.16,14.2
180,3.44,-0.21,13.31
190,1.64,-0.17,12.11
200,-0.01,0.34,10.63
210,-2.02,1.09,9.14
220,-4.04,1.57,7.91
230,-5.98,1.56,6.78
240,-7.79,1.38,5.98
250,-9.86,1.3,5.87
260,-12.37,1.63,6.54
270,-15.28,2.3,7.48
280,-18.0,3.07,7.83
290,-20.53,3.65,7.29
300,-22.83,4.13,6.07
310,-24.6,4.57,4.61
320,-25.58,4.82,3.11
330,-25.28,4.9,1.98
340,-23.67,5.05,1.54
350,-21.08,4.3,2.02
360,-17.99,4.12,2.6
370,-15.11,3.38,3.89
380,-12.66,2.86,5.21
390,-9.76,1.98,6.54
400,-5.79,0.92,7.66
410,-1.17,0.47,8.66
420,2.94,-0.07,9.39
430,7.81,-0.17,11.23
440,12.83,0.51,14.01
450,17.16,1.51,17.13
460,20.68,2.71,19.62
470,23.13,3.69,20.3
480,24.13,4.36,19.4
490,23.78,4.55,17.67
500,22.94,4.38,15.8
510,21.79,3.99,14.11
520,20.38,3.52,12.67
530,18.51,3.05,11.71
540,16.62,2.6,11.11
550,14.4,2.59,10.71
560,11.58,2.54,10.13
570,8.24,2.38,9.61
580,3.79,1.47,9.24
590,-2.05,0.09,8.87
600,-7.99,-0.57,9.37
610,-12.43,-0.39,11.48
620,-15.81,0.65,14.48
630,-18.81,2.12,17.22
640,-21.04,3.35,19.02
650,-22.2,4.41,19.11
660,-23.05,5.37,17.26
670,-23.79,5.78,14.28
680,-24.47,6.31,11.02
690,-24.4,6.51,7.71
700,-23.65,6.35,4.82
710,-22.14,5.98,2.89
720,-19.52,5.57,1.82
730,-16.38,5.23,1.39
740,-13.29,4.91,1.55
750,-10.82,4.6,2.09
760,-9.19,4.27,2.77
770,-8.09,3.95,3.41
780,-7.16,3.76,3.9
790,-6.35,3.57,4.19
800,-5.74,3.2,4.36
810,-5.54,2.54,4.3
820,-5.59,1.93,4.36
830,-5.3,1.61,4.81
840,-4.23,1.63,5.25
850,-2.3,1.62,5.56
860,0.17,1.62,5.66
870,2.48,0.99,5.94
880,4.56,0.43,6.9
890,6.53,0.36,8.52
900,8.58,0.84,10.16
910,10.54,1.38,11.14
920,12.52,1.64,11.04
930,15.32,1.53,10.28
940,18.63,1.03,9.95
950,21.14,0.5,11.03
960,22.64,0.53,13.51
970,23.08,0.83,16.15
980,22.24,1.2,17.99
990,20.37,1.16,18.55
1000,17.88,0.91,18.48
