timestamp,x,y,z
0,16.2,-4.22,12.24
10,15.93,-4.41,11.57
20,15.25,-4.24,11.09
30,14.88,-4.17,10.98
40,14.84,-4.05,10.68
50,14.79,-4.0,10.81
60,14.46,-4.09,10.98
70,13.64,-4.03,11.07
80,12.6,-4.05,10.96
90,11.54,-4.09,10.63
100,10.64,-4.06,10.24
110,9.87,-4.02,9.9
120,8.99,-3.94,9.68
130,8.13,-3.86,9.72
140,7.07,-3.76,9.84
150,5.86,-3.6,9.85
160,4.66,-3.44,9.73
170,3.71,-3.21,9.64
180,3.12,-2.92,9.69
190,2.79,-2.58,9.67
200,2.65,-2.48,10.01
210,2.84,-2.22,10.39
220,3.11,-1.81,10.98
230,3.26,-1.53,11.48
240,3.59,-1.39,11.83
250,4.44,-1.24,12.22
260,5.56,-1.05,12.46
270,6.98,-1.06,12.7
280,7.61,-1.19,13.01
290,6.91,-1.49,13.09
300,5.33,-2.01,12.92
310,3.28,-2.44,12.34
320,0.83,-2.61,11.5
330,-1.88,-2.53,10.28
340,-4.1,-2.31,8.92
350,-5.91,-1.91,7.51
360,-7.28,-1.1,6.32
370,-8.45,-0.32,5.83
380,-9.46,0.66,5.77
390,-10.06,1.51,6.22
400,-10.43,2.31,6.91
410,-10.84,2.82,7.79
420,-10.78,3.38,8.64
430,-10.52,3.98,9.15
440,-10.27,4.29,9.14
450,-9.89,4.37,8.9
460,-9.23,4.36,8.74
470,-8.39,4.31,8.63
480,-7.62,4.3,8.5
490,-7.07,4.24,8.43
500,-6.72,4.17,8.6
510,-6.58,4.02,8.89
520,-6.62,3.91,9.38
530,-6.79,3.79,9.9
540,-6.89,3.7,10.52
550,-6.72,3.56,10.98
560,-6.36,3.24,11.15
570,-5.95,2.76,10.84
580,-5.45,2.33,10.35
590,-4.65,1.87,9.91
600,-3.77,1.41,9.52
610,-3.06,0.93,9.33
620,-2.49,0.49,9.28
630,-2.05,0.11,9.25
640,-1.63,-0.16,9.4
650,-1.15,-0.45,9.73
660,-0.79,-0.94,10.13
670,-0.58,-1.78,10.26
680,0.59,-2.65,10.47
690,2.48,-2.76,11.07
700,4.75,-2.6,11.59
710,7.74,-2.2,11.88
720,12.82,-1.31,12.83
730,18.9,0.0,14.35
740,22.25,0.69,14.67
750,22.74,0.62,13.64
760,21.24,0.06,11.84
770,17.98,-0.88,9.56
780,14.13,-1.78,7.12
790,11.27,-2.09,5.16
800,9.26,-2.02,3.84
810,8.02,-1.35,3.24
820,7.54,-0.36,3.56
830,7.55,0.54,4.36
840,7.86,1.26,5.2
850,8.32,1.67,6.07
860,8.82,1.98,6.64
870,9.28,2.32,7.32
880,9.5,2.71,7.87
890,9.27,3.02,8.24
900,8.67,3.3,8.43
910,7.79,3.46,8.47
920,6.89,3.6,8.41
930,6.2,3.69,8.51
940,4.85,3.96,8.37
950,3.82,4.12,8.24
960,2.74,4.37,7.85
970,1.55,4.6,7.72
980,0.71,4.89,7.64
990,0.02,5.09,7.13
1000,-0.54,5.39,6.61
