timestamp,x,y,z
0,-0.48,5.89,-4.97
10,-0.5,5.82,-5.35
20,-0.48,5.69,-5.76
30,-0.26,5.52,-6.02
40,0.16,5.41,-5.93
50,0.61,5.37,-5.35
60,0.79,5.31,-4.49
70,0.91,5.26,-3.5
80,1.06,5.26,-2.43
90,1.34,5.17,-1.55
100,1.76,5.01,-0.91
110,2.33,4.82,-0.44
120,2.88,4.53,-0.15
130,3.31,4.16,-0.18
140,3.49,3.76,-0.44
150,3.42,3.35,-0.7
160,2.86,2.92,-1.0
170,1.98,2.47,-1.19
180,0.94,2.09,-0.85
190,-0.08,1.95,-0.29
200,-1.14,1.82,0.14
210,-1.82,1.68,0.59
220,-2.03,1.59,1.25
230,-1.76,1.58,2.37
240,-1.38,1.61,3.8
250,-1.21,1.65,5.49
260,-1.59,1.66,7.31
270,-2.36,1.91,9.22
280,-3.38,2.38,11.17
290,-4.58,3.09,13.2
300,-5.65,3.86,15.24
310,-6.32,4.47,17.47
320,-6.53,5.04,20.06
330,-6.06,5.88,22.92
340,-5.49,6.66,25.19
350,-5.5,7.39,26.07
360,-5.44,7.92,25.46
370,-5.53,8.02,23.76
380,-5.59,7.99,21.8
390,-5.19,7.96,20.23
400,-4.96,7.81,19.28
410,-4.82,7.73,18.82
420,-4.36,7.61,18.69
430,-3.79,7.35,18.85
440,-3.34,7.06,18.76
450,-3.07,6.68,18.33
460,-3.04,6.18,17.46
470,-2.9,5.74,16.42
480,-2.81,5.47,15.2
490,-2.96,5.33,13.93
500,-3.32,4.87,12.95
510,-3.45,5.13,11.76
520,-3.81,5.42,10.49
530,-4.03,5.26,10.25
540,-4.12,5.09,10.44
550,-4.29,5.15,10.11
560,-4.18,5.12,10.21
570,-3.55,5.15,10.53
580,-3.3,5.08,10.55
590,-3.48,5.1,10.04
600,-3.61,5.09,9.32
610,-3.56,5.04,8.58
620,-3.41,5.05,7.85
630,-3.3,5.04,7.21
640,-3.19,5.05,6.74
650,-3.02,4.99,6.26
660,-3.0,5.01,5.9
670,-2.92,5.16,5.76
680,-2.85,5.32,5.65
690,-2.53,5.34,5.53
700,-2.06,5.29,5.45
710,-1.69,5.2,5.09
720,-1.39,5.01,4.45
730,-1.17,4.88,3.64
740,-0.91,4.79,2.68
750,-0.62,4.73,1.73
760,-0.43,4.72,0.82
770,-0.23,4.8,0.06
780,0.07,4.91,-0.46
790,0.41,4.93,-0.86
800,0.69,4.88,-1.29
810,0.91,4.77,-1.81
820,1.1,4.68,-2.45
830,1.37,4.58,-3.04
840,1.65,4.51,-3.68
850,1.8,4.48,-4.41
860,1.78,4.38,-5.45
870,1.64,4.3,-6.25
880,1.45,4.1,-6.96
890,1.35,3.79,-7.39
900,1.26,3.38,-7.79
910,1.11,2.84,-8.15
920,0.86,2.22,-8.29
930,0.37,1.52,-8.34
940,-0.16,0.78,-8.36
950,-0.63,-0.09,-8.34
960,-0.83,-1.18,-8.51
970,-1.05,-2.93,-8.89
980,-1.64,-5.35,-9.01
990,-2.7,-8.02,-7.96
1000,-3.83,-10.75,-4.98
