timestamp,x,y,z
0,-1.82,2.77,-2.28
10,-1.22,3.01,-2.34
20,-0.65,3.26,-2.36
30,-0.26,3.46,-2.55
40,-0.05,3.65,-2.91
50,-0.05,3.87,-3.24
60,-0.14,4.04,-3.37
70,-0.43,4.22,-3.47
80,-0.7,4.32,-3.51
90,-0.88,4.28,-3.45
100,-0.97,4.19,-3.26
110,-0.99,4.06,-3.0
120,-0.97,3.97,-3.07
130,-1.02,3.96,-3.39
140,-1.18,3.94,-3.78
150,-1.37,4.0,-4.07
160,-1.5,4.07,-4.16
170,-1.59,4.07,-4.13
180,-1.56,3.94,-3.82
190,-1.58,3.69,-3.36
200,-1.69,3.3,-2.87
210,-1.99,2.79,-2.1
220,-2.23,2.39,-1.31
230,-2.51,2.32,-0.9
240,-2.79,2.38,-0.68
250,-2.91,2.32,-0.23
260,-3.16,2.18,0.21
270,-3.42,1.88,0.81
280,-3.72,1.44,1.64
290,-3.82,1.06,2.75
300,-3.59,1.08,3.99
310,-3.42,1.4,4.63
320,-3.71,1.87,4.96
330,-4.19,2.22,5.59
340,-4.54,2.21,6.49
350,-4.52,1.98,7.44
360,-4.14,1.83,8.74
370,-3.46,1.84,10.4
380,-2.82,2.02,11.86
390,-2.87,2.4,12.45
400,-3.9,2.8,12.53
410,-5.0,3.03,13.26
420,-5.59,3.1,14.93
430,-5.68,2.96,16.71
440,-5.38,3.6,18.73
450,-4.93,2.95,21.41
460,-3.72,3.63,22.63
470,-2.94,3.56,22.21
480,-3.71,3.67,20.42
490,-4.82,3.77,18.99
500,-5.5,3.68,18.85
510,-5.26,3.52,19.55
520,-4.8,3.45,20.89
530,-4.32,3.45,21.82
540,-4.28,3.44,22.25
550,-4.67,3.44,21.85
560,-5.15,3.35,21.23
570,-5.41,3.12,20.7
580,-5.37,3.07,20.4
590,-5.55,2.95,20.55
600,-5.72,2.85,20.26
610,-6.24,2.83,19.96
620,-6.82,2.96,20.2
630,-7.07,2.96,20.22
640,-6.94,2.6,19.77
650,-6.73,2.3,19.0
660,-6.79,2.0,18.45
670,-7.25,1.82,18.49
680,-7.8,1.77,19.03
690,-8.18,1.77,19.57
700,-8.06,1.53,19.62
710,-7.42,1.1,19.0
720,-6.54,0.54,17.52
730,-5.73,-0.1,15.45
740,-5.08,-0.47,13.55
750,-4.8,-0.68,12.36
760,-4.62,-0.9,11.59
770,-4.48,-1.28,10.54
780,-4.17,-1.63,9.25
790,-3.51,-1.99,7.89
800,-2.85,-2.32,6.58
810,-2.36,-2.53,5.3
820,-1.84,-2.7,3.84
830,-1.44,-2.85,2.12
840,-1.14,-2.93,0.26
850,-0.91,-2.91,-1.48
860,-0.61,-2.73,-3.6
870,-0.63,-2.4,-5.78
880,-0.73,-1.82,-7.86
890,-0.78,-1.06,-9.26
900,-0.7,-0.31,-10.01
910,-0.42,0.38,-10.18
920,-0.0,0.88,-10.11
930,0.52,1.21,-10.09
940,0.99,1.47,-10.13
950,1.31,1.78,-10.22
960,1.57,2.1,-10.22
970,1.71,2.35,-9.95
980,1.56,2.66,-9.55
990,1.25,2.93,-8.92
1000,0.96,3.16,-7.8
