timestamp,x,y,z
0,4.58,-20.26,73.07
10,5.13,-18.13,65.06
20,5.58,-20.22,51.78
30,5.79,-23.75,36.35
40,5.74,-26.7,23.04
50,4.28,-27.49,13.39
60,1.73,-26.34,8.36
70,-1.26,-23.73,7.98
80,-2.87,-19.74,12.51
90,-3.71,-15.0,18.59
100,-3.85,-11.83,23.72
110,-3.05,-10.66,27.04
120,-1.2,-12.23,27.99
130,1.47,-15.68,27.31
140,4.0,-20.48,24.79
150,5.86,-24.91,21.24
160,4.69,-27.67,16.81
170,-0.32,-27.48,11.02
180,-5.69,-23.38,6.19
190,-9.57,-17.59,2.73
200,-10.8,-11.97,0.25
210,-9.76,-7.62,-1.97
220,-7.47,-4.69,-4.79
230,-5.43,-2.67,-7.6
240,-4.14,-0.96,-9.71
250,-3.08,0.34,-10.39
260,-2.26,1.38,-10.3
270,-1.66,2.2,-9.76
280,-1.3,2.71,-9.16
290,-1.16,2.95,-8.26
300,-1.22,3.09,-7.7
310,-1.43,3.15,-7.46
320,-1.53,3.2,-7.54
330,-1.52,3.31,-8.03
340,-1.34,3.49,-8.78
350,-1.06,3.62,-9.53
360,-0.67,3.63,-10.46
370,-0.31,3.59,-11.5
380,0.04,3.41,-12.42
390,0.4,3.17,-13.17
400,0.68,2.94,-13.79
410,0.7,2.73,-14.24
420,0.58,2.43,-14.5
430,0.24,2.05,-14.88
440,-0.2,1.7,-15.27
450,-0.53,1.09,-16.32
460,-0.84,0.19,-17.5
470,-0.96,-1.32,-18.17
480,-0.94,-3.34,-17.68
490,-0.42,-6.35,-15.5
500,0.62,-10.47,-12.62
510,1.53,-15.18,-9.42
520,1.89,-19.81,-5.75
530,1.59,-24.29,-2.06
540,0.39,-27.87,1.56
550,-1.72,-30.49,4.52
560,-4.22,-32.2,7.14
570,-6.56,-32.53,11.04
580,-8.16,-30.32,16.34
590,-9.35,-26.9,21.25
600,-8.86,-23.85,23.95
610,-6.61,-21.74,25.15
620,-3.62,-19.88,25.34
630,-1.07,-17.87,26.08
640,0.06,-16.19,27.16
650,-0.22,-15.64,26.19
660,-0.74,-16.08,24.19
670,-0.76,-17.37,22.51
680,-0.82,-19.06,21.19
690,-1.5,-20.47,20.28
700,-3.0,-21.33,20.42
710,-4.62,-21.21,22.14
720,-5.83,-19.73,25.23
730,-6.16,-17.69,29.29
740,-5.55,-15.75,32.92
750,-3.49,-14.88,34.75
760,-0.91,-15.98,34.51
770,1.68,-18.73,33.08
780,3.71,-22.61,30.45
790,4.21,-26.55,26.63
800,3.4,-29.16,22.81
810,0.27,-29.81,19.53
820,-5.05,-28.29,16.78
830,-9.02,-25.51,13.92
840,-10.52,-21.65,11.47
850,-10.18,-17.93,10.09
860,-8.4,-15.42,8.59
870,-6.55,-13.65,6.11
880,-5.11,-11.95,3.76
890,-3.99,-10.46,1.97
900,-3.11,-9.26,0.44
910,-2.53,-8.21,-1.19
920,-1.92,-7.29,-2.55
930,-1.49,-6.7,-3.59
940,-1.14,-6.51,-4.07
950,-0.73,-6.73,-4.29
960,-0.29,-7.11,-4.77
970,0.19,-7.38,-5.99
980,0.9,-7.39,-7.87
990,1.59,-6.96,-10.13
1000,2.39,-6.15,-12.97
