timestamp,x,y,z
0,-6.78,1.49,7.13
10,-6.9,1.61,5.79
20,-7.21,1.91,6.3
30,-7.77,3.04,8.64
40,-8.37,3.99,11.64
50,-8.8,5.07,14.53
60,-8.63,5.68,16.84
70,-8.24,5.79,18.32
80,-7.83,5.6,18.98
90,-7.81,4.92,18.94
100,-8.32,4.81,18.62
110,-8.51,4.83,18.41
120,-8.83,4.75,18.21
130,-8.28,4.38,17.31
140,-7.12,3.28,15.33
150,-5.56,2.29,12.64
160,-3.76,1.45,10.01
170,-2.35,0.93,7.67
180,-1.62,0.61,5.27
190,-0.94,0.11,2.95
200,-0.19,-0.42,0.43
210,0.59,-0.52,-2.1
220,1.3,-0.61,-4.12
230,1.89,-0.68,-5.68
240,2.32,-0.73,-6.85
250,2.7,-0.76,-7.89
260,3.03,-0.73,-8.86
270,3.18,-0.68,-9.5
280,3.27,-0.57,-9.8
290,3.22,-0.41,-9.84
300,3.05,-0.18,-9.7
310,2.83,0.07,-9.39
320,2.57,0.27,-9.16
330,2.32,0.37,-9.04
340,2.15,0.48,-8.97
350,2.0,0.61,-8.88
360,1.9,0.76,-8.82
370,1.82,0.88,-8.65
380,1.8,0.98,-8.32
390,1.93,1.0,-8.04
400,2.21,0.83,-8.02
410,2.6,0.62,-8.01
420,2.95,0.31,-7.93
430,3.34,-0.21,-7.83
440,3.7,-0.84,-7.86
450,3.94,-1.76,-7.94
460,3.73,-2.7,-8.17
470,3.25,-3.32,-7.94
480,2.47,-4.28,-7.08
490,1.02,-5.53,-5.34
500,-1.78,-6.76,-2.47
510,-6.04,-7.31,1.29
520,-10.73,-6.65,6.06
530,-14.87,-4.99,11.38
540,-19.76,-1.4,18.17
550,-20.58,2.84,26.25
560,-17.9,4.27,30.98
570,-15.7,4.95,29.76
580,-14.97,5.99,24.79
590,-14.04,6.95,19.58
600,-12.87,7.28,15.72
610,-12.07,7.13,13.11
620,-12.24,6.93,12.44
630,-12.37,6.93,12.51
640,-12.02,6.94,15.19
650,-11.25,7.53,18.87
660,-9.9,7.56,21.51
670,-8.77,7.15,22.15
680,-8.71,6.61,21.46
690,-8.71,6.07,20.5
700,-8.84,5.74,19.43
710,-9.06,5.67,18.06
720,-9.37,5.6,16.63
730,-9.9,5.66,15.75
740,-10.96,6.13,16.4
750,-11.41,6.56,18.27
760,-11.25,6.69,20.52
770,-10.13,6.06,21.52
780,-8.65,4.89,20.46
790,-8.01,3.77,18.17
800,-8.96,3.14,15.89
810,-10.05,3.0,14.65
820,-10.43,2.34,13.49
830,-10.32,1.89,12.07
840,-9.52,1.06,10.32
850,-7.98,0.06,8.25
860,-5.83,-1.2,5.83
870,-3.71,-2.17,3.5
880,-2.15,-2.69,1.11
890,-1.26,-3.32,-0.62
900,-0.81,-3.5,-2.81
910,-0.02,-3.8,-4.81
920,0.94,-3.88,-6.98
930,2.12,-3.92,-9.14
940,3.19,-3.92,-11.15
950,4.03,-3.8,-12.49
960,4.28,-3.67,-13.2
970,4.22,-3.52,-13.23
980,4.15,-3.39,-13.1
990,4.18,-3.3,-12.99
1000,4.35,-3.15,-12.93
