timestamp,x,y,z
0,3.17,-26.53,35.64
10,1.92,-23.77,36.1
20,1.46,-21.68,36.87
30,1.93,-20.99,37.17
40,2.92,-21.45,36.63
50,4.03,-21.9,35.76
60,4.67,-22.07,35.1
70,4.63,-22.19,34.84
80,3.66,-22.07,34.94
90,2.02,-22.52,35.31
100,0.23,-23.22,35.42
110,-1.24,-23.88,35.0
120,-2.72,-24.6,33.31
130,-4.3,-25.45,30.74
140,-6.26,-25.96,27.7
150,-8.07,-26.41,24.32
160,-9.66,-26.86,20.3
170,-11.26,-26.47,15.82
180,-12.92,-25.55,11.68
190,-14.72,-24.25,7.85
200,-15.92,-22.5,4.41
210,-15.98,-20.48,1.65
220,-15.27,-18.31,-0.63
230,-14.14,-15.98,-2.71
240,-12.71,-13.66,-4.7
250,-11.46,-11.49,-6.76
260,-10.35,-9.32,-8.94
270,-9.19,-7.26,-10.46
280,-7.81,-5.61,-10.88
290,-6.33,-4.3,-10.34
300,-5.1,-3.32,-9.53
310,-4.23,-2.48,-8.84
320,-3.63,-1.66,-8.39
330,-3.34,-0.9,-8.24
340,-3.26,-0.28,-8.36
350,-3.05,0.17,-8.71
360,-2.83,0.62,-9.16
370,-2.53,1.06,-9.49
380,-2.26,1.48,-9.65
390,-2.01,1.94,-9.6
400,-1.87,2.37,-9.48
410,-1.86,2.74,-9.35
420,-1.79,3.06,-9.22
430,-1.56,3.33,-9.06
440,-1.19,3.46,-8.98
450,-0.74,3.52,-8.82
460,-0.48,3.51,-8.73
470,-0.25,3.41,-8.66
480,-0.06,3.24,-8.52
490,0.1,3.03,-8.32
500,0.11,2.83,-8.17
510,0.11,2.62,-7.89
520,0.05,2.36,-7.69
530,-0.09,2.08,-7.49
540,-0.24,1.67,-7.23
550,-0.36,1.16,-6.96
560,-0.47,0.51,-6.69
570,-0.57,-0.48,-6.4
580,-0.75,-1.6,-6.15
590,-1.02,-2.81,-5.93
600,-1.31,-4.04,-5.74
610,-1.37,-5.23,-5.52
620,-1.24,-6.42,-5.37
630,-1.01,-7.77,-5.24
640,-0.85,-9.24,-5.34
650,-0.85,-11.15,-5.72
660,-1.07,-13.39,-6.68
670,-1.29,-16.31,-7.82
680,-1.64,-20.08,-8.19
690,-2.44,-24.04,-7.3
700,-3.18,-28.0,-6.23
710,-3.77,-31.81,-4.28
720,-4.39,-35.62,-1.15
730,-6.31,-40.24,2.34
740,-9.49,-45.28,7.23
750,-12.99,-49.68,14.55
760,-14.83,-53.24,23.91
770,-14.79,-54.42,33.96
780,-11.76,-52.01,43.39
790,-6.71,-47.11,50.19
800,-2.36,-41.31,53.73
810,0.06,-35.91,54.67
820,0.96,-31.62,53.56
830,1.67,-28.4,51.07
840,2.43,-26.41,47.71
850,3.03,-25.86,43.76
860,3.33,-26.22,39.29
870,3.37,-25.98,35.61
880,2.79,-25.33,32.86
890,2.23,-24.6,31.0
900,1.52,-23.81,29.72
910,0.69,-22.97,28.69
920,0.03,-22.52,27.65
930,-0.83,-22.29,26.76
940,-1.66,-22.39,25.7
950,-2.96,-22.89,23.76
960,-4.49,-22.87,21.73
970,-6.07,-21.81,19.86
980,-7.07,-20.22,17.84
990,-7.87,-18.52,16.12
1000,-8.61,-16.9,14.43
