timestamp,x,y,z
0,5.36,1.57,2.77
10,5.4,1.41,4.0
20,5.42,1.27,5.55
30,5.73,1.13,6.9
40,6.15,1.0,7.39
50,6.61,0.82,7.33
60,7.78,0.32,7.73
70,9.45,0.08,9.46
80,11.46,-0.45,11.76
90,12.1,-0.79,13.61
100,11.28,-1.1,15.08
110,9.63,-1.36,16.15
120,7.73,-1.52,17.54
130,6.32,-1.41,18.1
140,5.9,-1.08,18.51
150,6.14,-0.84,18.82
160,6.04,-0.48,18.85
170,5.39,-0.3,18.49
180,4.66,-0.36,17.98
190,3.56,-0.51,17.76
200,2.4,-0.87,18.28
210,1.53,-1.46,19.35
220,0.59,-2.21,20.72
230,-1.39,-3.32,22.15
240,-3.6,-4.45,23.37
250,-5.65,-5.48,24.52
260,-7.42,-6.61,25.6
270,-9.13,-7.6,26.07
280,-10.78,-8.18,25.85
290,-12.4,-8.26,24.53
300,-13.36,-8.06,22.53
310,-13.7,-7.72,20.09
320,-13.88,-7.38,17.66
330,-13.78,-7.0,15.53
340,-13.86,-6.56,13.47
350,-13.86,-6.0,11.77
360,-13.55,-5.35,10.44
370,-12.88,-4.79,9.58
380,-12.03,-4.28,8.78
390,-11.0,-3.87,7.77
400,-10.15,-3.51,7.16
410,-9.66,-3.09,6.54
420,-9.52,-2.7,5.71
430,-9.53,-2.27,5.1
440,-9.75,-1.94,4.58
450,-10.01,-1.57,3.95
460,-10.17,-1.14,3.37
470,-9.98,-0.75,2.63
480,-9.8,-0.44,2.08
490,-9.4,-0.2,1.79
500,-8.73,0.05,1.35
510,-7.88,0.33,0.78
520,-6.98,0.62,0.05
530,-6.4,0.85,-0.58
540,-5.85,1.07,-1.05
550,-5.27,1.18,-1.12
560,-4.79,1.21,-0.74
570,-4.21,1.17,-0.47
580,-3.4,1.1,-0.26
590,-2.45,0.86,0.29
600,-1.29,0.76,1.05
610,0.26,0.69,2.02
620,2.1,0.66,3.4
630,3.69,0.88,4.66
640,5.42,1.13,5.88
650,6.91,1.32,6.48
660,7.35,1.53,5.85
670,6.93,1.56,5.25
680,5.69,1.24,5.22
690,4.45,0.87,6.04
700,3.96,0.45,7.47
710,4.44,0.15,8.93
720,5.78,-0.11,10.59
730,6.99,-0.2,12.0
740,8.42,-0.01,12.14
750,9.17,-0.1,11.81
760,8.59,-0.41,11.56
770,7.67,-0.74,12.32
780,7.24,-1.03,14.46
790,7.26,-1.27,17.06
800,7.53,-1.39,19.33
810,7.23,-1.47,21.07
820,6.51,-1.38,21.39
830,5.81,-1.19,21.54
840,4.9,-1.03,21.81
850,3.73,-1.12,21.7
860,2.52,-1.36,21.23
870,1.25,-1.72,21.04
880,-0.26,-1.98,21.24
890,-1.75,-2.16,21.65
900,-3.08,-2.44,22.28
910,-4.18,-2.72,22.9
920,-4.91,-3.17,23.09
930,-5.6,-3.57,22.8
940,-6.23,-4.01,22.01
950,-6.9,-4.32,20.75
960,-7.73,-4.62,19.08
970,-8.86,-4.84,17.24
980,-10.16,-4.91,15.74
990,-11.72,-4.91,14.54
1000,-13.24,-4.95,13.82
