timestamp,x,y,z
0,6.46,1.25,6.89
10,7.21,1.2,9.05
20,8.4,1.13,10.81
30,9.48,1.02,11.36
40,10.38,0.87,11.26
50,10.51,0.41,11.07
60,9.17,-0.35,11.12
70,7.54,-1.0,12.22
80,6.18,-1.79,16.77
90,5.29,-2.21,19.95
100,4.99,-2.62,21.26
110,4.51,-2.7,22.31
120,3.78,-2.62,23.97
130,2.95,-2.48,25.48
140,2.29,-2.47,25.78
150,1.68,-2.98,26.02
160,0.64,-3.65,25.97
170,-1.41,-4.11,25.44
180,-3.91,-4.15,25.34
190,-5.65,-3.68,24.63
200,-6.71,-3.43,23.59
210,-7.38,-3.12,22.19
220,-7.58,-3.13,21.5
230,-8.14,-3.4,21.26
240,-9.3,-3.74,21.23
250,-11.03,-4.17,20.96
260,-13.04,-4.42,20.05
270,-14.12,-4.52,19.05
280,-14.42,-4.54,18.01
290,-14.24,-4.64,16.76
300,-14.16,-4.79,15.18
310,-13.96,-4.87,13.66
320,-13.98,-4.89,12.31
330,-13.79,-4.88,11.09
340,-13.79,-4.84,9.68
350,-13.87,-4.64,8.4
360,-13.61,-4.45,7.59
370,-13.3,-4.09,6.68
380,-12.99,-3.74,5.71
390,-12.66,-3.44,4.66
400,-12.22,-3.07,4.02
410,-11.44,-2.73,3.72
420,-10.43,-2.39,3.63
430,-9.49,-2.08,3.4
440,-8.71,-1.78,3.32
450,-7.75,-1.38,2.56
460,-7.11,-1.06,1.61
470,-6.52,-0.62,0.4
480,-5.9,-0.13,-0.7
490,-5.04,0.34,-1.73
500,-4.34,0.72,-2.78
510,-4.02,0.82,-3.14
520,-3.82,1.12,-2.88
530,-3.72,1.2,-2.4
540,-3.58,1.4,-1.86
550,-3.33,1.42,-0.86
560,-2.98,1.57,-0.01
570,-2.53,1.6,0.76
580,-1.55,1.58,1.4
590,0.22,1.57,1.78
600,1.86,1.92,1.73
610,4.0,2.36,1.04
620,5.72,2.88,0.61
630,6.67,3.3,0.62
640,6.48,3.68,0.6
650,6.13,3.9,1.36
660,6.4,3.99,3.16
670,7.0,4.12,4.49
680,7.88,4.29,4.84
690,8.72,4.31,4.59
700,8.93,4.19,3.92
710,8.08,3.89,3.06
720,6.73,3.74,2.89
730,6.1,3.45,4.21
740,6.51,3.34,5.9
750,7.62,3.24,7.83
760,9.46,2.89,9.57
770,10.81,2.61,10.73
780,10.92,2.3,11.06
790,9.57,1.59,11.61
800,7.6,0.75,12.7
810,6.47,-0.1,15.4
820,5.74,-0.87,17.65
830,4.81,-1.53,18.88
840,3.26,-2.0,20.57
850,1.52,-2.42,22.28
860,0.48,-2.79,22.91
870,-0.19,-3.01,22.95
880,-0.53,-3.33,23.23
890,-0.72,-3.81,23.03
900,-1.17,-4.02,23.17
910,-1.7,-4.07,23.36
920,-2.57,-4.11,23.36
930,-3.91,-4.06,23.38
940,-5.5,-3.91,23.42
950,-7.04,-3.61,23.05
960,-8.39,-3.21,22.67
970,-8.76,-2.72,21.82
980,-8.72,-2.24,21.08
990,-8.38,-1.93,20.19
1000,-7.94,-1.77,18.83
