timestamp,x,y,z
0,-11.22,-4.87,10.55
10,-10.8,-4.25,10.36
20,-10.17,-3.84,10.17
30,-9.52,-3.69,9.78
40,-8.89,-3.53,9.09
50,-8.44,-3.26,8.27
60,-8.38,-2.82,7.64
70,-8.25,-2.39,7.01
80,-8.09,-2.11,6.08
90,-8.15,-1.86,4.94
100,-8.31,-1.5,3.55
110,-8.46,-1.09,2.13
120,-8.67,-0.6,1.0
130,-8.87,-0.15,0.16
140,-9.02,0.17,-0.58
150,-9.02,0.43,-1.61
160,-8.92,0.85,-2.76
170,-8.67,1.2,-3.98
180,-8.15,1.54,-5.09
190,-7.37,1.96,-6.11
200,-6.31,2.3,-7.02
210,-5.12,2.64,-7.84
220,-3.94,3.06,-8.51
230,-2.82,3.41,-8.99
240,-1.79,3.58,-9.17
250,-0.94,3.59,-9.07
260,-0.23,3.36,-8.54
270,0.22,3.01,-7.85
280,0.33,2.63,-7.11
290,0.23,2.49,-6.27
300,0.38,2.64,-5.33
310,0.98,2.39,-4.34
320,2.22,2.04,-3.24
330,4.0,1.77,-1.99
340,6.38,1.31,-0.37
350,9.06,-0.04,1.42
360,11.24,-0.95,3.27
370,12.6,-1.01,4.84
380,13.67,-0.42,6.15
390,14.89,0.44,7.42
400,15.46,0.97,8.13
410,14.56,1.62,8.51
420,12.97,1.67,9.13
430,12.54,1.78,9.84
440,12.44,1.8,10.68
450,11.75,1.69,11.65
460,10.88,1.63,12.22
470,10.0,1.44,12.19
480,9.13,1.09,11.35
490,8.14,0.73,9.78
500,6.88,0.33,7.89
510,5.8,-0.19,6.31
520,5.2,-0.74,5.57
530,5.23,-1.7,6.06
540,5.66,-3.11,7.8
550,5.89,-4.75,10.37
560,5.46,-6.56,13.42
570,4.29,-8.44,16.29
580,2.29,-10.37,18.38
590,-0.47,-11.3,18.98
600,-3.25,-11.3,17.95
610,-5.6,-10.91,15.79
620,-7.51,-10.35,13.56
630,-9.02,-9.53,12.12
640,-9.54,-9.22,12.17
650,-9.64,-8.81,13.69
660,-9.18,-8.47,15.46
670,-8.78,-8.28,16.63
680,-8.89,-8.24,16.54
690,-9.21,-7.92,15.36
700,-9.58,-7.41,13.96
710,-9.79,-7.19,12.65
720,-10.36,-6.68,11.93
730,-10.72,-6.03,11.52
740,-10.54,-5.45,11.3
750,-10.44,-4.84,11.34
760,-10.11,-4.52,10.82
770,-9.84,-4.05,9.93
780,-9.56,-3.39,9.03
790,-9.13,-2.79,8.18
800,-8.53,-2.26,7.53
810,-7.98,-1.7,7.09
820,-7.53,-1.24,6.6
830,-7.15,-0.77,5.93
840,-6.86,-0.26,5.19
850,-6.72,0.24,4.41
860,-6.75,0.67,3.84
870,-6.68,0.91,3.13
880,-6.67,1.02,2.22
890,-6.69,1.14,1.1
900,-6.8,1.25,-0.14
910,-6.9,1.39,-1.63
920,-6.86,1.7,-3.25
930,-6.59,2.02,-4.87
940,-5.98,2.38,-6.5
950,-5.15,2.65,-8.09
960,-4.22,2.59,-9.63
970,-3.17,2.3,-10.93
980,-0.77,1.91,-11.01
990,-0.71,2.88,-11.09
1000,0.17,2.09,-11.03
