timestamp,x,y,z
0,-7.73,-19.85,29.66
10,-8.08,-18.66,26.31
20,-8.94,-17.05,22.18
30,-9.94,-14.7,16.52
40,-9.82,-11.74,11.33
50,-8.44,-10.02,10.05
60,-7.49,-8.72,10.51
70,-8.13,-7.79,10.76
80,-10.55,-7.12,10.98
90,-12.65,-6.62,11.29
100,-13.43,-7.03,12.07
110,-13.83,-7.5,12.18
120,-14.55,-7.83,10.78
130,-14.91,-8.08,7.86
140,-15.07,-8.06,4.77
150,-15.15,-7.04,2.27
160,-14.13,-5.77,-2.52
170,-11.26,-5.46,-7.31
180,-7.98,-4.95,-10.96
190,-5.24,-3.13,-13.24
200,-1.51,-1.64,-15.59
210,1.88,-2.8,-19.34
220,3.12,0.35,-19.52
230,4.0,0.5,-18.01
240,3.89,-2.4,-16.84
250,3.6,-7.0,-12.88
260,2.71,-11.06,-7.0
270,3.59,-16.18,0.58
280,5.88,-19.84,8.3
290,6.35,-22.83,17.34
300,7.86,-22.79,29.36
310,14.01,-14.92,37.53
320,13.71,-13.7,29.07
330,7.87,-13.89,14.79
340,2.41,-12.72,10.95
350,-0.31,-13.02,12.59
360,0.96,-14.34,16.11
370,0.52,-15.54,20.24
380,-3.29,-16.44,24.23
390,-7.96,-16.98,24.09
400,-14.23,-15.67,22.55
410,-17.25,-13.74,22.22
420,-16.93,-12.54,21.19
430,-15.34,-11.77,18.58
440,-13.89,-11.06,16.07
450,-12.04,-10.54,13.59
460,-10.3,-10.45,10.73
470,-9.81,-10.04,6.79
480,-10.73,-9.21,3.34
490,-12.56,-7.64,0.65
500,-13.72,-7.04,-1.4
510,-13.14,-5.42,-0.53
520,-12.02,-3.79,-0.08
530,-11.91,-2.62,-2.18
540,-10.83,-2.37,-4.41
550,-8.44,-1.61,-6.16
560,-6.61,-0.64,-7.57
570,-5.27,0.24,-8.09
580,-3.38,0.08,-7.92
590,-0.79,0.75,-8.12
600,0.82,1.14,-8.55
610,1.45,-0.11,-8.88
620,1.94,-2.14,-8.47
630,2.37,-4.7,-7.48
640,3.19,-7.99,-5.71
650,5.41,-11.91,-2.4
660,8.55,-15.94,2.97
670,11.03,-18.92,9.17
680,13.03,-20.07,15.45
690,13.85,-19.58,19.18
700,11.0,-16.36,22.69
710,7.35,-15.16,24.7
720,5.13,-14.81,23.66
730,1.87,-15.56,22.19
740,-0.85,-14.88,22.8
750,-1.79,-14.08,23.07
760,-1.93,-13.97,21.49
770,-1.6,-13.34,20.44
780,-2.04,-12.74,18.49
790,-3.91,-11.54,15.55
800,-6.12,-10.39,13.52
810,-8.12,-9.27,12.94
820,-9.01,-8.46,13.3
830,-8.96,-7.84,14.27
840,-9.35,-7.49,14.96
850,-10.19,-7.19,14.39
860,-11.08,-6.95,13.11
870,-11.95,-6.69,11.52
880,-12.44,-6.4,9.36
890,-12.72,-5.81,7.0
900,-12.48,-4.77,4.96
910,-11.44,-3.74,3.06
920,-10.5,-2.05,0.87
930,-9.21,-0.55,-1.14
940,-7.54,0.24,-2.91
950,-6.2,1.21,-4.18
960,-4.86,2.19,-4.99
970,-3.77,2.53,-5.84
980,-3.26,2.84,-6.12
990,-2.15,4.06,-7.23
1000,-1.0,4.75,-8.91
