timestamp,x,y,z
0,1.68,-0.06,5.39
10,2.94,-0.4,4.71
20,4.4,-0.69,3.63
30,5.58,-1.0,2.59
40,6.16,-1.21,1.62
50,6.37,-1.3,0.88
60,6.24,-1.32,0.46
70,6.08,-1.35,0.4
80,5.97,-1.37,0.67
90,5.71,-1.31,1.34
100,5.32,-1.15,1.9
110,4.85,-1.11,1.97
120,3.91,-0.88,1.61
130,2.81,-0.57,1.42
140,1.62,-0.25,1.2
150,0.25,0.2,1.12
160,-0.96,0.79,1.07
170,-2.0,1.3,1.22
180,-2.77,1.61,1.63
190,-3.57,1.89,2.19
200,-4.19,2.2,2.84
210,-4.84,2.41,3.19
220,-5.4,2.44,2.46
230,-6.12,1.65,1.39
240,-7.44,0.86,-1.77
250,-8.39,-0.07,-5.2
260,-8.99,-0.79,-8.13
270,-8.9,-1.6,-10.34
280,-7.9,-2.54,-11.6
290,-6.5,-3.54,-12.14
300,-6.04,-4.53,-12.66
310,-6.52,-5.39,-13.6
320,-7.55,-6.0,-14.8
330,-9.03,-6.01,-15.81
340,-10.52,-5.46,-16.97
350,-11.81,-4.82,-18.14
360,-12.26,-4.34,-18.77
370,-11.96,-4.33,-18.58
380,-11.29,-4.63,-17.15
390,-10.81,-4.96,-14.85
400,-11.2,-4.71,-12.55
410,-12.35,-4.07,-11.08
420,-14.11,-3.0,-10.17
430,-16.56,-1.66,-10.05
440,-20.57,-0.62,-8.43
450,-24.49,1.26,-3.78
460,-27.7,3.63,1.18
470,-28.35,6.43,3.52
480,-27.03,8.8,4.37
490,-24.63,10.81,4.65
500,-21.84,12.74,4.4
510,-19.86,14.37,4.3
520,-19.03,15.2,4.9
530,-18.85,15.43,5.6
540,-19.41,15.21,6.22
550,-20.08,14.6,7.24
560,-20.67,13.86,8.71
570,-20.71,12.84,9.96
580,-19.8,11.49,10.81
590,-18.18,9.69,11.21
600,-15.95,7.77,11.44
610,-13.71,6.16,11.58
620,-11.81,5.32,11.83
630,-10.4,4.97,12.26
640,-9.34,4.78,12.53
650,-8.77,4.6,12.27
660,-8.41,4.17,11.28
670,-8.04,3.45,9.67
680,-7.51,2.72,8.15
690,-6.97,2.26,6.84
700,-6.53,2.07,6.1
710,-6.23,2.28,5.97
720,-5.77,2.48,5.82
730,-5.11,2.52,5.61
740,-3.73,2.04,4.69
750,-2.26,1.21,3.05
760,-1.08,0.81,1.81
770,-0.07,0.37,0.67
780,0.9,-0.1,-0.39
790,2.04,-0.66,-1.49
800,3.12,-1.24,-2.52
810,4.08,-1.67,-3.28
820,4.88,-1.95,-3.81
830,5.55,-2.22,-4.13
840,6.33,-2.56,-4.5
850,7.05,-3.06,-5.09
860,7.84,-3.63,-5.5
870,8.81,-4.21,-5.82
880,10.1,-4.48,-5.94
890,11.22,-4.54,-5.76
900,11.93,-4.63,-5.2
910,12.22,-4.49,-4.38
920,12.08,-4.38,-3.63
930,11.44,-4.03,-2.92
940,10.66,-3.47,-2.06
950,9.87,-2.84,-1.12
960,9.09,-2.37,-0.35
970,7.93,-1.99,0.21
980,6.11,-1.63,0.72
990,4.1,-1.13,1.0
1000,1.88,-0.88,0.43
