timestamp,x,y,z
0,3.79,-3.05,-0.81
10,3.11,-3.89,-1.37
20,2.38,-4.66,-1.97
30,1.73,-5.49,-2.45
40,1.0,-6.75,-2.92
50,1.42,-8.7,-4.55
60,-1.88,-9.96,-1.88
70,-6.38,-6.39,0.79
80,-4.61,-7.17,0.13
90,-3.72,-6.37,1.62
100,-1.71,-6.98,2.37
110,-0.36,-7.72,2.17
120,0.18,-8.24,1.92
130,-0.11,-8.67,2.3
140,-0.97,-8.82,2.99
150,-2.01,-9.22,3.61
160,-2.83,-9.05,4.2
170,-3.44,-8.69,4.56
180,-3.82,-8.44,4.73
190,-4.37,-8.35,4.89
200,-5.06,-8.8,5.05
210,-6.11,-9.69,5.41
220,-7.5,-10.73,5.91
230,-9.26,-11.88,6.63
240,-11.27,-13.13,7.64
250,-12.88,-14.6,9.45
260,-13.8,-16.15,11.67
270,-13.83,-18.05,14.37
280,-13.3,-19.57,17.37
290,-12.99,-19.6,20.98
300,-11.94,-17.79,26.27
310,-10.23,-15.95,29.71
320,-8.09,-15.47,31.12
330,-5.79,-16.38,30.69
340,-3.01,-19.29,28.14
350,0.48,-23.07,25.22
360,3.63,-25.57,23.93
370,5.98,-26.78,24.28
380,7.36,-26.87,25.64
390,7.61,-26.89,27.72
400,7.99,-27.25,28.93
410,9.25,-28.46,28.37
420,11.41,-29.8,26.62
430,13.01,-30.31,24.7
440,13.63,-30.74,22.41
450,13.78,-30.37,20.24
460,13.56,-29.62,18.88
470,13.35,-28.85,17.53
480,13.15,-28.14,16.33
490,12.98,-27.66,14.94
500,12.84,-27.21,13.38
510,12.79,-26.65,11.46
520,13.01,-26.07,9.42
530,13.27,-25.28,7.08
540,13.75,-24.51,4.73
550,14.65,-23.83,2.52
560,15.57,-23.08,0.45
570,16.34,-22.07,-1.26
580,16.59,-20.91,-2.43
590,16.2,-19.98,-2.84
600,15.11,-19.38,-2.98
610,13.68,-19.07,-3.01
620,11.93,-18.93,-2.95
630,10.05,-18.73,-3.05
640,8.04,-18.32,-3.42
650,6.1,-17.84,-4.11
660,4.18,-17.18,-5.02
670,2.13,-16.35,-6.01
680,0.5,-15.32,-6.71
690,-0.96,-14.38,-7.05
700,-2.43,-13.89,-7.1
710,-4.25,-14.05,-7.05
720,-6.46,-14.69,-6.85
730,-8.94,-15.75,-6.02
740,-11.42,-16.76,-5.11
750,-13.58,-18.0,-3.41
760,-15.38,-18.88,-0.95
770,-17.52,-20.11,2.21
780,-19.01,-21.9,5.94
790,-18.72,-25.01,10.21
800,-16.72,-28.8,15.9
810,-13.57,-31.39,22.24
820,-9.18,-31.29,27.76
830,-5.23,-28.94,31.38
840,-1.91,-25.13,32.77
850,0.51,-21.19,32.22
860,1.15,-18.59,30.27
870,0.42,-18.11,27.58
880,-0.56,-18.93,25.23
890,0.24,-21.19,23.5
900,2.77,-24.11,20.9
910,6.13,-26.28,19.48
920,9.33,-26.98,20.8
930,12.73,-26.07,23.02
940,15.53,-25.6,25.16
950,17.77,-23.82,25.89
960,18.75,-23.15,24.93
970,19.82,-25.69,23.22
980,20.18,-26.25,20.1
990,20.58,-27.33,16.42
1000,21.55,-28.0,13.29
